,"TABLE C-1b. SOIL ACTION LEVELS 
FOR EVALUATION OF POTENTIAL VAPOR INTRUSION HAZARDS
(volatile chemicals only)
(Use with Soil Gas Action Levels for sites with significant VOC releases)",,,,,,,
,,,,,,,,
For,,Physical,,"1Unrestricted
Land Use","Commercial/
Industrial
Land Use Only",,,
VLOOKUP,CHEMICAL PARAMETER,State,,(mg/kg),(mg/kg),,,
ACENAPHTHENE,#ACENAPHTHENE,V,S,1.2E+02,1.2E+02,,,
ACENAPHTHYLENE,ACENAPHTHYLENE,V,S,(Use soil gas),(Use soil gas),,,
ACETONE,#ACETONE,V,L,1.4E+04,1.1E+05,,,
ALDRIN,ALDRIN,SV,S,,,,,
AMETRYN,AMETRYN,NV,S,,,,,
"AMINO,2- DINITROTOLUENE,4,6-","AMINO,2- DINITROTOLUENE,4,6-",NV,S,,,,,
"AMINO,4- DINITROTOLUENE,2,6-","AMINO,4- DINITROTOLUENE,2,6-",NV,S,,,,,
ANTHRACENE,#ANTHRACENE,V,S,4.2E+00,4.2E+00,,,
ANTIMONY,ANTIMONY,NV,S,,,,,
ARSENIC,ARSENIC,NV,S,,,,,
ATRAZINE,ATRAZINE,NV,S,,,,,
BARIUM,BARIUM,NV,S,,,,,
BENOMYL,BENOMYL,NV,S,,,,,
BENZENE,#BENZENE,V,L,7.7E-01,5.6E+00,,,
BENZO(a)ANTHRACENE,BENZO(a)ANTHRACENE,SV,S,,,,,
BENZO(a)PYRENE,BENZO(a)PYRENE,NV,S,,,,,
BENZO(b)FLUORANTHENE,BENZO(b)FLUORANTHENE,NV,S,,,,,
"BENZO(g,h,i)PERYLENE","BENZO(g,h,i)PERYLENE",NV,S,,,,,
BENZO(k)FLUORANTHENE,BENZO(k)FLUORANTHENE,NV,S,,,,,
BERYLLIUM,BERYLLIUM,NV,S,,,,,
"BIPHENYL, 1,1-","BIPHENYL, 1,1-",V,S,(Use soil gas),(Use soil gas),,,
BIS(2-CHLOROETHYL)ETHER,BIS(2-CHLOROETHYL)ETHER,V,L,7.9E-03,6.7E-02,,,
BIS(2-CHLORO-1-METHYLETHYL)ETHER,BIS(2-CHLORO-1-METHYLETHYL)ETHER,V,L,(Use soil gas),(Use soil gas),,,
BIS(2-ETHYLHEXYL)PHTHALATE,BIS(2-ETHYLHEXYL)PHTHALATE,NV,S,,,,,
BORON,BORON,NV,S,,,,,
BROMODICHLOROMETHANE,BROMODICHLOROMETHANE,V,L,1.6E-02,1.2E-01,,,
BROMOFORM,BROMOFORM,SV,S,,,,,
BROMOMETHANE,BROMOMETHANE,V,G,2.2E-01,1.6E+00,,,
CADMIUM,CADMIUM,NV,S,,,,,
CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,V,L,1.0E-01,7.3E-01,,,
CHLORDANE (TECHNICAL),CHLORDANE (TECHNICAL),SV,S,,,,,
"CHLOROANILINE, p-","CHLOROANILINE, p-",NV,S,,,,,
CHLOROBENZENE,CHLOROBENZENE,V,L,2.2E+00,1.6E+01,,,
CHLOROETHANE,CHLOROETHANE,V,G,4.5E+02,2.1E+03,,,
CHLOROFORM,CHLOROFORM,V,L,2.6E-02,1.9E-01,,,
CHLOROMETHANE,CHLOROMETHANE,V,G,4.0E+00,2.8E+01,,,
"CHLOROPHENOL, 2-","CHLOROPHENOL, 2-",V,L,4.2E+01,3.5E+02,,,
CHROMIUM (Total),CHROMIUM (Total),NV,S,,,,,
CHROMIUM III,CHROMIUM III,NV,S,,,,,
CHROMIUM VI,CHROMIUM VI,NV,S,,,,,
CHRYSENE,CHRYSENE,NV,S,,,,,
COBALT,COBALT,NV,S,,,,,
COPPER,COPPER,NV,S,,,,,
CYANIDE (Free),CYANIDE (Free),V,S,(Use soil gas),(Use soil gas),,,
"CYCLO-1,3,5-TRIMETHYLENE-2,4,6-TRINITRAMINE (RDX)","CYCLO-1,3,5-TRIMETHYLENE-2,4,6-TRINITRAMINE (RDX)",NV,S,,,,,
DALAPON,DALAPON,NV,L,,,,,
"DIBENZO(a,h)ANTHTRACENE","DIBENZO(a,h)ANTHTRACENE",NV,S,,,,,
"DIBROMO,1,2- CHLOROPROPANE,3-","DIBROMO,1,2- CHLOROPROPANE,3-",V,L,(Use soil gas),(Use soil gas),,,
DIBROMOCHLOROMETHANE,DIBROMOCHLOROMETHANE,V,S,2.9E-02,2.1E-01,,,
"DIBROMOETHANE, 1,2-","DIBROMOETHANE, 1,2-",V,S,1.0E-03,7.3E-03,,,
"DICHLOROBENZENE, 1,2-","DICHLOROBENZENE, 1,2-",V,L,8.9E+00,6.2E+01,,,
"DICHLOROBENZENE, 1,3-","DICHLOROBENZENE, 1,3-",V,L,(Use soil gas),(Use soil gas),,,
"DICHLOROBENZENE, 1,4-","DICHLOROBENZENE, 1,4-",V,S,5.5E-02,4.0E-01,,,
"DICHLOROBENZIDINE, 3,3-","DICHLOROBENZIDINE, 3,3-",NV,S,,,,,
DICHLORODIPHENYLDICHLOROETHANE (DDD),DICHLORODIPHENYLDICHLOROETHANE (DDD),NV,S,,,,,
DICHLORODIPHENYLDICHLOROETHYLENE (DDE),DICHLORODIPHENYLDICHLOROETHYLENE (DDE),SV,S,,,,,
DICHLORODIPHENYLTRICHLOROETHANE (DDT),DICHLORODIPHENYLTRICHLOROETHANE (DDT),NV,S,,,,,
"DICHLOROETHANE, 1,1-","DICHLOROETHANE, 1,1-",V,L,3.8E-01,2.7E+00,,,
"DICHLOROETHANE, 1,2-","DICHLOROETHANE, 1,2-",V,L,2.3E-02,1.7E-01,,,
"DICHLOROETHYLENE, 1,1-","DICHLOROETHYLENE, 1,1-",V,L,8.9E+00,6.2E+01,,,
"DICHLOROETHYLENE, Cis 1,2-","DICHLOROETHYLENE, Cis 1,2-",V,L,3.6E-01,2.5E+00,,,
"DICHLOROETHYLENE, Trans 1,2-","DICHLOROETHYLENE, Trans 1,2-",V,L,3.6E+00,2.5E+01,,,
"DICHLOROPHENOL, 2,4-","DICHLOROPHENOL, 2,4-",NV,S,,,,,
"DICHLOROPHENOXYACETIC ACID (2,4-D)","DICHLOROPHENOXYACETIC ACID (2,4-D)",NV,S,,,,,
"DICHLOROPROPANE, 1,2-","DICHLOROPROPANE, 1,2-",V,L,6.0E-02,4.4E-01,,,
"DICHLOROPROPENE, 1,3-","DICHLOROPROPENE, 1,3-",V,L,1.5E-01,1.1E+00,,,
DIELDRIN,DIELDRIN,NV,S,,,,,
DIETHYLPHTHALATE,DIETHYLPHTHALATE,NV,S,,,,,
"DIMETHYLPHENOL, 2,4-","#DIMETHYLPHENOL, 2,4-",NV,S,,,,,
DIMETHYLPHTHALATE,DIMETHYLPHTHALATE,NV,S,,,,,
"DINITROBENZENE, 1,3-","DINITROBENZENE, 1,3-",NV,S,,,,,
"DINITROPHENOL, 2,4-","DINITROPHENOL, 2,4-",NV,S,,,,,
"DINITROTOLUENE, 2,4- (2,4-DNT)","DINITROTOLUENE, 2,4- (2,4-DNT)",NV,S,,,,,
"DINITROTOLUENE, 2,6- (2,6-DNT)","DINITROTOLUENE, 2,6- (2,6-DNT)",NV,S,,,,,
"DIOXANE, 1,4-","DIOXANE, 1,4-",V,L,(Use soil gas),(Use soil gas),,,
DIOXINS (TEQ),DIOXINS (TEQ),SV,S,,,,,
DIURON,DIURON,NV,S,,,,,
ENDOSULFAN,ENDOSULFAN,SV,S,,,,,
ENDRIN,ENDRIN,NV,S,,,,,
ETHANOL,ETHANOL,V,L,(Use soil gas),(Use soil gas),,,
ETHYLBENZENE,#ETHYLBENZENE,V,L,2.4E+01,1.7E+02,,,
FLUORANTHENE,FLUORANTHENE,NV,S,,,,,
FLUORENE,#FLUORENE,V,S,9.3E+01,9.3E+01,,,
GLYPHOSATE,GLYPHOSATE,NV,S,,,,,
HEPTACHLOR,HEPTACHLOR,SV,S,,,,,
HEPTACHLOR EPOXIDE,HEPTACHLOR EPOXIDE,SV,S,,,,,
HEXACHLOROBENZENE,HEXACHLOROBENZENE,SV,S,,,,,
HEXACHLOROBUTADIENE,HEXACHLOROBUTADIENE,SV,S,,,,,
HEXACHLOROCYCLOHEXANE (gamma) LINDANE,HEXACHLOROCYCLOHEXANE (gamma) LINDANE,NV,S,,,,,
HEXACHLOROETHANE,HEXACHLOROETHANE,SV,S,,,,,
HEXAZINONE,HEXAZINONE,NV,S,,,,,
"INDENO(1,2,3-cd)PYRENE","INDENO(1,2,3-cd)PYRENE",NV,S,,,,,
ISOPHORONE,ISOPHORONE,NV,L,,,,,
LEAD,LEAD,NV,S,,,,,
MERCURY,MERCURY,NV,S,,,,,
METHOXYCHLOR,METHOXYCHLOR,NV,S,,,,,
METHYL ETHYL KETONE,#METHYL ETHYL KETONE,V,L,2.2E+03,1.6E+04,,,
METHYL ISOBUTYL KETONE,#METHYL ISOBUTYL KETONE,V,L,1.3E+03,3.4E+03,,,
METHYL MERCURY,METHYL MERCURY,NV,S,,,,,
METHYL TERT BUTYL ETHER,METHYL TERT BUTYL ETHER,V,L,2.3E+00,1.7E+01,,,
METHYLENE CHLORIDE,METHYLENE CHLORIDE,V,L,2.2E+01,1.9E+02,,,
"METHYLNAPHTHALENE, 1-","#METHYLNAPHTHALENE, 1-",V,S,5.9E+01,3.9E+02,,,
"METHYLNAPHTHALENE, 2-","#METHYLNAPHTHALENE, 2-",V,S,5.0E+01,3.7E+02,,,
MOLYBDENUM,MOLYBDENUM,NV,S,,,,,
NAPHTHALENE,#NAPHTHALENE,V,S,7.0E+00,5.8E+01,,,
NICKEL,NICKEL,NV,S,,,,,
NITROBENZENE,NITROBENZENE,V,L,(Use soil gas),(Use soil gas),,,
NITROGLYCERIN,NITROGLYCERIN,NV,L,,,,,
"NITROTOLUENE, 2-","NITROTOLUENE, 2-",V,S,(Use soil gas),(Use soil gas),,,
"NITROTOLUENE, 3-","NITROTOLUENE, 3-",NV,S,,,,,
"NITROTOLUENE, 4-","NITROTOLUENE, 4-",NV,S,,,,,
PENTACHLOROPHENOL,PENTACHLOROPHENOL,NV,S,,,,,
PENTAERYTHRITOLTETRANITRATE (PETN),PENTAERYTHRITOLTETRANITRATE (PETN),NV,S,,,,,
PERCHLORATE,PERCHLORATE,NV,S,,,,,
PHENANTHRENE,PHENANTHRENE,V,S,(Use soil gas),(Use soil gas),,,
PHENOL,PHENOL,NV,S,,,,,
POLYCHLORINATED BIPHENYLS (PCBs),POLYCHLORINATED BIPHENYLS (PCBs),SV,S,,,,,
PROPICONAZOLE,PROPICONAZOLE,NV,L,,,,,
PYRENE,#PYRENE,V,S,4.4E+01,4.4E+01,,,
SELENIUM,SELENIUM,NV,S,,,,,
SILVER,SILVER,NV,S,,,,,
SIMAZINE,SIMAZINE,NV,S,,,,,
STYRENE,#STYRENE,V,L,4.5E+02,8.7E+02,,,
TERBACIL,TERBACIL,NV,S,,,,,
tert-BUTYL ALCOHOL,tert-BUTYL ALCOHOL,V,L,(Use soil gas),(Use soil gas),,,
"TETRACHLOROETHANE, 1,1,1,2-","TETRACHLOROETHANE, 1,1,1,2-",V,L,(Use soil gas),(Use soil gas),,,
"TETRACHLOROETHANE, 1,1,2,2-","TETRACHLOROETHANE, 1,1,2,2-",V,L,1.0E-02,7.5E-02,,,
TETRACHLOROETHYLENE,TETRACHLOROETHYLENE,V,L,9.8E-02,7.2E-01,,,
"TETRACHLOROPHENOL, 2,3,4,6-","TETRACHLOROPHENOL, 2,3,4,6-",NV,S,,,,,
"TETRANITRO-1,3,5,7-TETRAAZOCYCLOOCTANE (HMX)","TETRANITRO-1,3,5,7-TETRAAZOCYCLOOCTANE (HMX)",NV,S,,,,,
THALLIUM,THALLIUM,NV,S,,,,,
TOLUENE,#TOLUENE,V,L,8.2E+02,8.2E+02,,,
TOXAPHENE,TOXAPHENE,NV,S,,,,,
TPH (gasolines),TPH (gasolines),V,L,(Use soil gas),(Use soil gas),,,
TPH (middle distillates),TPH (middle distillates),V,L,(Use soil gas),(Use soil gas),,,
TPH (residual fuels),TPH (residual fuels),NV,L,,,,,
"TRICHLOROBENZENE, 1,2,4-","TRICHLOROBENZENE, 1,2,4-",V,S,1.6E-01,1.4E+00,,,
"TRICHLOROETHANE, 1,1,1-","TRICHLOROETHANE, 1,1,1-",V,L,2.2E+02,6.4E+02,,,
"TRICHLOROETHANE, 1,1,2-","TRICHLOROETHANE, 1,1,2-",V,L,8.9E-03,6.2E-02,,,
TRICHLOROETHYLENE,TRICHLOROETHYLENE,V,L,8.9E-02,6.2E-01,,,
"TRICHLOROPHENOL, 2,4,5-","TRICHLOROPHENOL, 2,4,5-",NV,S,,,,,
"TRICHLOROPHENOL, 2,4,6-","TRICHLOROPHENOL, 2,4,6-",NV,S,,,,,
"TRICHLOROPHENOXYACETIC ACID, 2,4,5- (2,4,5-T)","TRICHLOROPHENOXYACETIC ACID, 2,4,5- (2,4,5-T)",NV,S,,,,,
"TRICHLOROPHENOXYPROPIONIC ACID, 2,4,5- (2,4,5-TP)","TRICHLOROPHENOXYPROPIONIC ACID, 2,4,5- (2,4,5-TP)",NV,S,,,,,
"TRICHLOROPROPANE, 1,2,3-","TRICHLOROPROPANE, 1,2,3-",V,L,(Use soil gas),(Use soil gas),,,
"TRICHLOROPROPENE, 1,2,3-","TRICHLOROPROPENE, 1,2,3-",V,L,(Use soil gas),(Use soil gas),,,
TRIFLURALIN,TRIFLURALIN,SV,S,,,,,
"TRINITROBENZENE, 1,3,5-","TRINITROBENZENE, 1,3,5-",NV,S,,,,,
"TRINITROPHENYLMETHYLNITRAMINE, 2,4,6- (TETRYL)","TRINITROPHENYLMETHYLNITRAMINE, 2,4,6- (TETRYL)",NV,S,,,,,
"TRINITROTOLUENE, 2,4,6- (TNT)","TRINITROTOLUENE, 2,4,6- (TNT)",NV,S,,,,,
VANADIUM,VANADIUM,NV,S,,,,,
VINYL CHLORIDE,VINYL CHLORIDE,V,G,3.6E-02,9.9E-01,,,
XYLENES,#XYLENES,V,L,4.5E+01,2.6E+02,,,
ZINC,ZINC,NV,S,,,,,
,Notes:,,,,,,,
,"1. Based on unrestricted current or future land use.  Considered adequate for residential housing, schools, medical facilities, day-care centers and other sensitive uses.",,,,,,,
,,,,,,,,
,Action levels calculated using spreadsheet provided with User's Guide for the USEPA vapor intrusion guidance (USEPA 2004),,,,,,,
,"Soil model: Two meters dry sandy soil (92% sand, 5% silt, 3% clay) directly underlying building foundation.",,,,,,,
,"Physical state of chemical at ambient conditions (V - volatile, NV - nonvolatile, S -solid, L - liquid, G - gas).",,,,,,,
,"Chemical considered to be ""volatile"" if Henry's number (atm m3/mole) >0.00001 and molecular weight <200.",,,,,,,
,"Dibromochloromethane, dibromochloropropane and pyrene considered volatile for purposes of modeling (USEPA 2004, 2008).",,,,,,,
,"Target cancer risk = 1E-06, Target Hazard Quotient = 0.2 except as noted.",,,,,,,
,"""#"": Nonchlorinated VOCs (except MTBE) adjusted upwards by factor of ten to account for assumed biodegradation in",,,,,,,
,vadose-zone prior to emission at surface.,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
